"PUBID","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","KEY!ETHNICITY","KEY!RACE","CV_INCOME_GROSS_YR","CV_HH_NET_WORTH_P","CV_YTH_REL_HH_CURRENT","CV_SAMPLE_TYPE","CV_HGC_BIO_DAD","CV_HGC_BIO_MOM","CV_HGC_RES_DAD","CV_HGC_RES_MOM","KEY!RACE_ETHNICITY","CVC_HGC_EVER","CVC_HIGHEST_DEGREE_EVER","CVC_HS_DIPLOMA","CVC_BA_DEGREE","CVC_RND"
6617,2,5,1984,1,1,9200,-460,4,0,17,6,-4,6,2,14,3,270,-4,17
6618,2,6,1984,1,5,-4,-4,1,0,7,6,7,6,2,13,2,282,-4,17
6619,1,6,1984,1,5,17800,-190,1,0,6,9,6,9,2,16,4,270,390,17
6620,1,12,1980,1,5,11000,2150,1,0,6,8,6,8,2,12,2,234,-4,17
6621,1,8,1982,1,5,-4,-4,1,0,7,14,7,14,2,15,2,246,-4,17
6622,1,1,1984,1,5,-4,-4,1,0,7,14,7,14,2,11,0,-4,-4,17
6623,1,12,1981,1,5,-4,-4,2,0,-4,5,9,5,2,15,3,246,-4,17
6624,2,5,1980,1,5,14400,-3950,4,0,-3,9,-4,9,2,16,4,222,342,17
6625,1,7,1984,1,5,17526,254,1,0,6,6,6,6,2,12,2,270,-4,17
6626,2,3,1980,1,5,-3,282501,1,0,5,11,5,11,2,17,3,222,-4,17
6627,2,2,1982,1,1,-4,-4,4,0,-3,4,-3,4,2,9,1,-4,-4,17
6628,2,5,1983,1,1,-4,-4,4,0,-3,4,-3,4,2,11,1,-4,-4,17
6629,2,5,1982,1,1,20000,-4,4,0,-4,8,-4,8,2,11,2,294,-4,17
6630,1,3,1983,1,1,-4,-4,1,0,3,11,3,11,2,16,4,258,378,17
6631,2,10,1980,1,1,-3,125750,1,0,6,6,6,6,2,13,2,222,-4,17
6632,2,8,1982,1,1,-3,125750,1,0,6,6,6,6,2,12,2,246,-4,17
6633,2,10,1982,1,1,-4,-4,4,0,16,12,-4,12,2,15,2,246,-4,17
6634,1,10,1984,1,1,-4,-4,4,0,16,12,-4,12,2,12,2,274,-4,17
6635,2,10,1983,1,1,-4,-4,1,0,14,15,14,15,2,16,4,258,312,14
6636,2,1,1982,1,5,77000,104500,2,0,14,12,12,12,2,17,4,246,312,17
6637,1,7,1981,1,5,246474,600000,3,0,15,14,15,6,2,12,2,234,-4,17
6638,2,4,1984,1,5,-4,-4,2,0,-4,6,15,6,2,20,5,270,318,17
6639,2,12,1983,1,1,-4,-4,5,0,5,5,5,-4,2,12,2,270,-4,17
6640,1,1,1982,1,5,10000,-3,9,0,-4,-4,-4,-4,2,14,3,246,-4,17
6641,1,10,1980,1,1,14840,800,4,0,15,7,-4,7,2,11,0,-4,-4,17
6642,1,8,1981,1,5,-4,-4,4,0,-4,-3,-4,-3,2,12,2,246,-4,16
6643,1,9,1984,1,5,-4,-4,4,0,-4,-3,-4,-3,2,13,2,282,-4,17
6644,1,1,1984,1,5,25006,137750,1,0,5,6,5,6,2,11,0,-4,-4,12
6645,2,12,1983,1,1,9000,500,4,0,-3,2,-4,2,2,8,2,277,-4,17
6646,2,2,1984,1,3,14000,250,1,0,-3,10,-3,10,2,11,1,-4,-4,17
6647,1,6,1983,1,5,20000,-3,1,0,15,5,15,5,2,16,3,258,-4,17
6648,2,9,1984,1,5,20000,-3,1,0,15,5,15,5,2,16,4,270,-3,17
6649,2,2,1982,1,5,-4,-4,1,0,6,2,6,2,2,11,0,-4,-4,17
6650,2,1,1983,1,5,-4,-4,1,0,6,2,6,2,2,10,0,-4,-4,17
6651,2,8,1984,1,5,-4,-4,1,0,6,2,6,2,2,13,1,-4,-4,17
6652,2,10,1984,0,2,3400,2500,4,0,-3,12,-4,12,1,12,2,294,-4,17
6653,2,5,1982,1,1,9600,500,4,0,6,6,-4,6,2,8,0,-4,-4,17
6654,1,3,1984,1,1,9600,500,4,0,6,6,-4,6,2,8,0,-4,-4,14
6655,1,1,1984,1,1,25200,1100,1,0,3,6,3,6,2,9,0,-4,-4,6
6656,1,1,1984,1,1,25200,1100,1,0,3,6,3,6,2,8,0,-4,-4,14
6657,1,8,1981,1,1,-4,-4,1,0,11,11,11,11,2,14,2,234,-4,17
6658,1,6,1981,1,5,25000,3750,1,0,4,2,4,2,2,12,2,234,-4,16
6659,2,7,1983,1,5,25000,3750,1,0,4,2,4,2,2,-3,2,258,-4,17
6660,2,9,1981,1,5,55000,20000,1,0,14,12,14,12,2,16,4,234,294,13
6661,1,6,1983,1,5,55000,20000,1,0,14,12,14,12,2,10,0,-4,-4,17
6662,1,12,1984,1,5,55000,20000,1,0,14,12,14,12,2,12,2,282,-4,15
6663,2,7,1980,1,5,19000,10500,1,0,-3,-3,-3,-3,2,-3,2,227,-4,17
6664,1,5,1982,1,5,19000,10500,1,0,-3,-3,-3,-3,2,12,2,246,-4,17
6665,2,11,1980,0,2,-4,-4,4,0,-4,-3,-4,-3,3,12,0,-4,-4,17
6667,2,8,1981,1,5,0,1750,4,0,-4,8,-4,8,2,14,2,222,-4,17
6668,1,2,1981,1,5,-4,-4,1,0,-3,-3,-3,-3,2,12,2,234,-4,17
6669,1,1,1983,1,5,-4,-4,1,0,-3,-3,-3,-3,2,12,2,258,-4,17
6670,1,2,1980,1,5,25400,278750,1,0,6,11,6,11,2,11,1,-4,-4,17
6671,2,2,1984,1,5,66100,127900,1,0,12,12,12,12,2,17,2,270,-4,17
6672,1,1,1981,1,1,-3,125501,4,0,11,11,-4,11,2,12,2,234,-4,17
6673,2,5,1982,1,1,0,500,4,0,3,3,-4,3,2,8,0,-4,-4,1
6674,1,6,1981,1,1,30000,3750,1,0,3,3,3,3,2,16,3,234,-4,17
6675,1,1,1980,1,5,-4,-4,1,0,4,10,4,10,2,12,2,222,-4,17
6676,1,6,1981,1,5,-4,-4,1,0,4,10,4,10,2,13,2,234,-4,17
6677,1,5,1980,1,5,-3,3350,4,0,-3,11,-4,11,2,10,0,-4,-4,16
6678,2,2,1981,1,5,-4,-4,1,0,-3,-3,-3,-3,2,10,0,-4,-4,9
6679,1,6,1982,1,5,-3,3350,4,0,-3,11,-4,11,2,12,2,258,-4,17
6680,1,5,1980,1,5,31000,-3,1,0,3,8,3,8,2,13,1,-4,-4,6
6681,1,3,1982,1,5,31000,-3,1,0,3,8,3,8,2,11,1,-4,-4,17
6682,2,3,1980,1,5,48000,54250,1,0,12,16,12,16,2,11,2,222,-4,17
6683,1,12,1983,1,1,-3,2250,4,0,-4,6,-4,6,2,18,5,258,309,17
6684,1,10,1980,1,1,-4,-4,-3,0,-3,11,-3,11,2,15,1,-4,-4,17
6685,1,4,1982,0,2,-3,3750,4,0,12,16,-4,16,1,14,3,246,-4,17
6686,1,3,1984,0,2,-3,1750,4,0,12,12,-4,12,1,12,2,270,-4,15
6687,2,2,1980,0,2,12550,4500,10,0,-3,-3,-4,12,1,14,2,234,-4,17
6688,2,8,1983,0,2,12550,4500,10,0,-3,-4,-4,12,1,12,2,282,-4,17
6689,2,11,1983,1,2,12550,4500,10,0,-3,-4,-4,12,2,14,2,258,-4,17
6690,1,11,1981,0,2,-4,-4,4,0,-4,11,-4,11,1,11,1,-4,-4,17
6692,2,10,1980,1,5,-4,-4,1,0,-3,6,-3,6,2,18,3,222,-4,17
6693,1,2,1983,0,2,17500,43000,1,0,8,12,8,12,1,12,2,258,-4,16
6694,1,3,1982,1,5,6000,500,9,0,9,11,-4,-4,2,11,0,-4,-4,16
6695,1,7,1980,1,5,-3,7500,4,0,12,12,-4,12,2,15,4,222,310,17
6696,2,10,1983,1,5,-3,7500,4,0,12,12,-4,12,2,10,0,-4,-4,17
6697,1,12,1984,1,1,-4,-4,2,0,12,15,16,15,2,13,2,282,-4,17
6698,2,11,1980,1,-2,0,17500,4,0,-4,10,-4,10,2,17,4,210,276,7
6699,1,1,1982,1,1,-4,-4,4,0,15,12,-4,12,2,12,2,246,-4,17
6700,2,9,1982,1,1,22000,18750,1,0,3,2,3,2,2,13,2,246,-4,17
6701,1,9,1984,1,1,22000,18750,1,0,3,2,3,2,2,11,0,-4,-4,17
6702,1,8,1981,1,1,58000,53350,1,0,14,12,14,12,2,12,2,234,-4,8
6703,1,4,1980,1,5,-4,-4,4,0,-3,6,-4,6,2,14,2,222,-4,17
6704,1,11,1981,1,5,-4,-4,4,0,-3,6,-4,6,2,13,2,258,-4,17
6705,1,8,1982,1,5,9500,3750,4,0,-3,9,-4,9,2,11,0,-4,-4,16
6706,2,1,1982,1,5,58750,-14050,1,0,-3,6,-3,6,2,18,5,246,336,17
6707,2,2,1981,1,5,16000,500,1,0,3,6,3,6,2,12,2,234,-4,17
6708,1,2,1982,1,5,16000,500,1,0,3,6,3,6,2,12,2,246,-4,16
6709,1,3,1981,1,5,20000,4070,1,0,-3,10,-3,10,2,12,2,253,-4,17
6710,1,8,1982,1,5,20000,4070,1,0,-3,10,-3,10,2,12,2,258,-4,17
6711,2,4,1980,1,1,33400,22300,1,0,11,5,11,5,2,12,2,233,-4,13
6712,2,3,1983,1,1,33400,22300,1,0,11,5,11,5,2,9,0,-4,-4,2
6713,2,12,1982,1,1,34000,1600,5,0,3,-4,3,-4,2,8,0,-4,-4,17
6714,2,4,1980,1,1,-3,-4,1,0,12,12,12,12,2,13,2,222,-4,17
6715,1,9,1981,1,1,17300,1750,4,0,-3,9,-4,9,2,11,0,-4,-4,14
6716,2,6,1981,1,1,-3,7500,4,0,7,14,-4,14,2,16,4,234,279,17
6717,1,7,1981,1,1,-4,-4,4,0,-3,12,-4,12,2,14,3,246,-4,17
6718,2,2,1984,1,1,-4,-4,3,0,7,-3,7,7,2,13,2,258,-4,6
6719,1,1,1984,1,1,-4,-4,1,0,7,7,7,7,2,18,4,281,389,17
6720,1,4,1980,1,1,42000,57500,5,0,5,12,5,-4,2,12,2,234,-4,16
6721,2,6,1981,1,5,76000,14500,1,0,14,12,14,12,2,20,5,222,282,17
6722,2,9,1980,1,5,15300,156250,2,0,6,8,14,8,2,11,0,-4,-4,6
6723,1,8,1983,1,5,15300,156250,2,0,6,8,14,8,2,12,2,258,-4,9
6724,1,9,1984,1,5,15300,156250,2,0,6,8,14,8,2,11,1,-4,-4,17
6725,2,3,1981,1,-2,18000,500,4,0,6,6,-4,6,2,0,0,-4,-4,1
6726,1,3,1984,1,5,33000,11700,1,0,6,6,6,6,2,13,2,270,-4,15
6727,2,5,1980,1,5,41000,13000,1,0,-3,12,-3,12,2,12,2,234,-4,17
6728,1,7,1981,1,5,41000,13000,1,0,-3,12,-3,12,2,12,2,246,-4,17
6729,1,11,1984,1,5,41250,158250,1,0,13,12,13,12,2,13,2,282,-4,17
6730,2,1,1984,1,5,31000,29500,2,0,-4,-3,12,-3,2,17,4,270,349,17
6731,2,5,1981,0,2,81100,534501,1,0,15,18,15,18,1,17,5,234,-3,10
6732,1,10,1984,0,2,81100,534501,1,0,15,18,15,18,1,16,4,282,327,17
6733,1,8,1980,0,2,97517,-3,8,0,-3,16,-4,-4,1,16,4,222,-3,17
6734,1,11,1984,1,5,-3,-4,1,0,12,12,12,12,2,14,2,270,-4,17
6735,2,12,1981,1,-2,-4,-4,4,0,-3,12,-4,12,2,12,2,246,-4,17
6736,2,11,1984,1,-2,-3,1750,4,0,-4,11,-4,11,2,14,3,306,-4,17
6737,2,4,1982,1,1,-4,-4,1,0,12,13,12,13,2,19,5,246,305,17
6738,1,12,1980,1,5,130800,247750,1,0,16,20,16,20,2,16,4,234,277,17
6739,1,9,1983,1,5,-4,-4,1,0,11,14,11,14,2,14,2,258,-4,17
6740,1,7,1980,1,5,-4,-4,1,0,-3,-3,-3,-3,2,13,2,234,-4,16
6741,2,9,1984,1,-2,0,10000,4,0,-4,10,-4,10,2,12,2,270,-4,17
6742,1,7,1984,1,-2,-4,-4,1,0,8,8,8,8,2,12,2,294,-4,15
6743,1,6,1984,1,-2,-4,-4,1,0,8,8,8,8,2,8,2,306,-4,17
6744,1,4,1981,1,-2,-4,-4,1,0,8,10,8,10,2,12,2,234,-4,17
6745,1,4,1983,1,-2,-4,-4,1,0,8,10,8,10,2,17,2,258,-4,17
6746,2,1,1984,1,-2,-4,-4,1,0,6,10,6,10,2,18,4,270,354,17
6747,1,4,1980,1,-2,-3,-3,1,0,12,12,12,12,2,12,2,210,-4,13
6748,2,4,1982,1,5,-4,-4,1,0,12,12,12,12,2,13,2,243,-4,17
6749,2,6,1983,1,5,-4,-4,1,0,12,12,12,12,2,12,2,258,-4,17
6750,2,1,1981,1,-2,-4,-4,1,0,16,14,16,14,2,13,2,234,-4,17
6751,2,3,1983,1,-2,-4,-4,1,0,16,14,16,14,2,11,2,258,-4,17
6752,2,7,1980,1,-2,24000,7500,4,0,12,-3,-4,-3,2,13,2,213,-4,17
6753,2,10,1984,1,-2,24000,7500,4,0,12,-3,-4,-3,2,17,2,258,-4,17
6754,2,9,1981,1,-2,0,-4,10,0,-3,-3,-4,-4,2,12,1,-4,-4,17
6755,1,1,1984,1,-2,0,3750,4,0,-4,14,-4,14,2,20,4,270,389,17
6756,2,4,1984,1,-1,0,3750,4,0,12,12,-4,12,2,20,7,270,329,17
6757,2,6,1984,1,-2,32000,132500,4,0,16,14,-4,14,2,18,4,282,354,17
6758,1,10,1981,1,-2,30000,3750,1,0,10,10,10,10,2,12,2,224,-4,7
6759,1,1,1980,1,5,13000,1300,4,0,-3,9,-4,9,2,14,1,-4,-4,17
6760,2,10,1981,1,5,13000,1300,4,0,-3,9,-4,9,2,14,3,234,-4,17
6761,1,1,1983,1,1,19200,19750,1,0,6,4,6,4,2,10,1,-4,-4,17
6762,1,6,1983,1,1,29000,1750,1,0,6,6,6,6,2,12,2,258,-4,17
6763,2,4,1982,1,1,-4,-4,1,0,12,12,12,12,2,7,0,-4,-4,17
6764,1,6,1980,1,1,30000,-3,1,0,8,9,8,9,2,14,2,222,-4,9
6765,2,4,1984,1,1,-4,-4,4,0,-3,6,-4,6,2,13,2,270,-4,17
6766,2,7,1980,1,1,-4,-4,1,0,7,6,7,6,2,12,2,234,-4,17
6767,1,4,1983,1,1,-4,-4,1,0,7,6,7,6,2,16,4,258,305,17
6768,1,9,1984,1,1,-4,-4,1,0,7,6,7,6,2,14,2,270,-4,17
6769,2,7,1980,1,1,-4,-4,1,0,3,3,3,3,2,16,3,222,-4,17
6770,1,6,1983,1,1,-4,-4,1,0,3,3,3,3,2,16,4,258,367,17
6771,2,12,1980,1,1,-4,-4,1,0,10,12,10,12,2,20,5,234,353,17
6772,1,5,1983,1,1,-4,-4,1,0,10,12,10,12,2,12,2,258,-4,17
6773,1,4,1984,1,1,70000,238500,1,0,10,17,10,17,2,19,2,270,-4,17
6774,2,8,1984,1,1,-4,-4,1,0,12,-3,12,-3,2,13,2,270,-4,17
6775,2,7,1982,1,5,-4,-4,1,0,-3,8,-3,8,2,12,2,258,-4,17
6776,2,11,1981,1,5,-4,-4,5,0,13,12,13,-4,2,17,2,234,-4,17
6777,2,7,1983,1,5,-4,-4,5,0,13,12,13,-4,2,11,0,-4,-4,17
6778,1,9,1984,1,5,-4,-4,5,0,13,12,13,-4,2,12,2,282,-4,13
6779,1,1,1982,1,1,-4,-4,1,0,8,8,8,8,2,14,2,270,-4,17
6780,1,12,1983,1,1,-4,-4,1,0,8,8,8,8,2,10,0,-4,-4,17
6781,2,9,1981,1,-2,-3,1750,1,0,6,6,6,6,2,17,4,246,312,17
6782,2,9,1984,1,-2,-3,1750,1,0,6,6,6,6,2,16,4,282,396,17
6783,1,9,1980,1,1,21976,500,1,0,-3,-3,-3,-3,2,10,0,-4,-4,17
6784,1,1,1984,1,1,-4,-4,1,0,9,9,9,9,2,13,2,270,-4,17
6785,2,2,1981,1,1,8760,1750,4,0,-3,5,-4,5,2,14,2,246,-4,17
6786,2,10,1982,1,1,8760,1750,4,0,-3,5,-4,5,2,14,2,246,-4,17
6787,1,3,1984,1,1,8760,1750,4,0,-3,5,-4,5,2,12,2,270,-4,17
6788,2,7,1981,1,1,-4,-4,2,0,12,10,-3,10,2,12,2,258,-4,17
6789,1,4,1984,1,1,-4,-4,2,0,-3,10,-3,10,2,13,2,282,-4,17
6790,1,2,1984,1,1,20256,3050,2,0,5,13,4,13,2,11,0,-4,-4,17
6791,2,10,1982,1,1,7692,500,4,0,-3,8,-4,8,2,8,1,-4,-4,17
6792,1,7,1984,1,5,16200,200,1,0,6,10,6,10,2,14,2,270,-4,17
6793,2,11,1981,1,5,14000,4800,1,0,9,6,9,6,2,14,3,234,-4,17
6794,2,5,1981,1,1,74216,31500,1,0,12,12,12,12,2,14,3,234,-4,8
6795,2,4,1984,1,1,79800,32000,2,0,12,14,12,14,2,17,4,270,320,17
6796,1,6,1984,1,1,91012,114040,1,0,12,12,12,12,2,12,2,270,-4,17
6797,1,12,1982,0,2,30000,17600,4,0,-4,13,-4,13,1,11,1,-4,-4,17
6798,1,9,1982,0,2,600,12000,4,0,12,13,-4,13,1,19,3,246,-4,17
6799,2,3,1981,1,1,-4,-4,1,0,6,7,6,7,2,14,2,234,-4,17
6800,1,5,1984,1,1,-4,-4,9,0,-3,-3,-4,-4,2,8,0,-4,-4,17
6801,2,11,1984,1,1,-4,-4,1,0,3,6,3,6,2,12,2,270,-4,10
6802,1,6,1981,1,1,23000,3250,9,0,3,6,-4,-4,2,6,0,-4,-4,16
6803,2,6,1981,1,1,56530,82000,1,0,7,13,7,13,2,15,2,234,-4,17
6804,1,4,1984,1,1,56530,82000,1,0,7,13,7,13,2,11,2,282,-4,17
6805,2,6,1982,1,1,29500,19450,1,0,6,7,6,7,2,14,3,246,-4,17
6806,1,2,1981,1,1,35000,9750,1,0,12,9,12,9,2,15,2,234,-4,17
6807,2,12,1984,1,1,35000,9750,1,0,12,9,12,9,2,13,2,282,-4,17
6808,2,9,1980,1,1,18250,3350,4,0,11,11,-4,11,2,18,5,-4,-3,17
6809,2,3,1984,1,1,48090,25700,1,0,12,12,12,12,2,14,2,270,-4,17
6810,2,4,1980,1,1,39600,13250,1,0,5,6,5,6,2,13,2,222,-4,17
6811,2,1,1984,1,1,39600,13250,1,0,5,6,5,6,2,11,0,-4,-4,17
6812,1,9,1981,1,1,12000,-17750,1,0,6,10,6,10,2,12,2,242,-4,17
6813,2,9,1984,1,1,12000,-17750,1,0,6,10,6,10,2,12,2,260,-4,15
6814,1,11,1981,1,1,19010,65500,1,0,9,6,9,6,2,10,0,-4,-4,17
6815,2,2,1981,0,2,56010,12000,1,0,12,12,12,12,1,16,4,234,-3,17
6816,1,11,1982,0,2,56010,12000,1,0,12,12,12,12,1,12,2,258,-4,17
6817,2,8,1981,1,1,15000,1500,1,0,6,5,6,5,2,12,2,234,-4,17
6818,2,3,1980,1,1,-4,-4,1,0,14,6,14,6,2,13,2,222,-4,17
6819,1,11,1981,1,1,21000,-9250,1,0,14,6,14,6,2,12,2,234,-4,16
6820,2,6,1983,1,1,19000,8750,4,0,6,6,-4,6,2,12,2,270,-4,17
6821,2,8,1982,1,1,-4,-4,1,0,8,6,8,6,2,10,0,-4,-4,17
6822,2,10,1984,1,1,-4,-4,1,0,8,6,8,6,2,8,0,-4,-4,17
6823,2,10,1982,1,1,15750,3750,4,0,-3,12,-4,12,2,12,2,270,-4,17
6824,1,2,1981,1,1,30800,11750,1,0,6,5,6,5,2,16,4,234,413,17
6825,2,10,1983,1,1,30800,11750,1,0,6,5,6,5,2,12,2,258,-4,17
6826,1,1,1983,1,5,-3,161250,1,0,9,14,9,14,2,14,1,-4,-4,17
6827,1,9,1980,1,5,-3,147500,1,0,12,12,12,12,2,10,0,-4,-4,17
6828,1,9,1981,1,5,-4,-4,4,0,12,12,-4,12,2,16,2,234,-4,17
6829,2,11,1983,1,5,-4,-4,4,0,12,12,-4,12,2,20,4,269,384,17
6830,1,4,1982,1,1,37000,168750,1,0,12,12,12,12,2,13,2,246,-4,17
6831,2,10,1984,1,1,37000,168750,1,0,12,12,12,12,2,16,2,270,-4,17
6832,2,1,1980,1,5,-3,96750,1,0,12,12,12,12,2,13,2,233,-4,17
6833,1,12,1980,0,2,-3,-3,1,0,12,13,12,13,1,12,2,246,-4,15
6834,2,2,1983,0,2,-3,-3,1,0,12,13,12,13,1,14,2,260,-4,17
6835,2,2,1983,0,2,5000,500,1,0,13,12,13,12,1,13,2,258,-4,17
6836,1,11,1982,0,2,-4,-4,4,0,12,16,-4,16,1,14,2,258,-4,17
6837,1,1,1982,0,2,-3,-3,1,0,16,12,16,12,1,13,2,246,-4,15
6838,2,2,1981,0,2,-3,72950,5,0,12,12,12,-4,1,18,5,234,-4,17
6839,2,1,1980,0,2,-4,-4,1,0,13,12,13,12,1,9,0,-4,-4,1
6840,2,5,1981,0,2,-4,-4,1,0,13,12,13,12,1,8,0,-4,-4,1
6841,1,5,1982,1,1,4500,-5500,4,0,-4,12,-4,12,2,9,0,-4,-4,17
6842,2,5,1984,1,1,4500,-5500,4,0,-4,12,-4,12,2,13,2,270,-4,17
6843,1,1,1980,0,2,28000,7500,1,0,-3,12,-3,12,1,-3,0,-4,-4,17
6844,1,9,1983,0,2,28000,7500,1,0,-3,12,-3,12,1,9,1,-4,-4,17
6845,1,9,1980,1,1,0,12500,1,0,-3,-3,-3,-3,2,10,0,-4,-4,17
6846,1,2,1984,0,2,19608,7300,8,0,14,12,-4,-4,1,14,2,270,-4,17
6847,1,2,1984,0,2,19608,7300,8,0,-3,-4,-4,-4,1,14,2,270,-4,17
6848,1,1,1982,1,1,507,11250,1,0,6,8,6,8,2,15,2,246,-4,12
6849,2,5,1980,1,5,3600,4350,4,0,-4,13,-4,13,2,13,2,222,-4,7
6850,1,2,1984,1,1,18000,8700,1,0,18,6,18,6,2,14,3,270,-4,17
6851,2,9,1982,1,1,-4,-4,2,0,6,11,-3,11,2,14,3,270,-4,17
6852,2,7,1984,1,1,-4,-4,2,0,6,11,-3,11,2,16,3,272,-4,17
6853,1,8,1984,1,1,-4,-4,4,0,-3,12,-4,12,2,6,0,-4,-4,1
6854,1,10,1983,1,1,32000,28000,1,0,12,9,12,9,2,16,4,270,321,17
6855,2,9,1982,1,1,-4,-4,4,0,-4,12,-4,12,2,7,0,-4,-4,16
6856,1,5,1982,1,1,19800,16500,1,0,12,12,12,12,2,12,2,270,-4,17
6857,2,11,1981,1,1,6000,3750,4,0,-3,9,-4,9,2,13,1,-4,-4,15
6858,2,7,1983,1,1,6000,3750,4,0,-3,9,-4,9,2,12,2,258,-4,15
6859,1,3,1982,1,5,24000,7250,1,0,-3,-3,-3,-3,2,13,2,246,-4,17
6860,1,1,1984,1,5,24000,7250,1,0,-3,-3,-3,-3,2,19,4,270,356,17
6861,1,1,1981,1,1,15000,22500,1,0,14,12,14,12,2,17,3,234,-4,17
6862,1,2,1984,1,1,-4,-4,2,0,18,14,12,14,2,13,2,270,-4,17
6863,1,4,1981,0,2,25450,103150,2,0,12,12,13,12,1,-3,2,234,-4,17
6864,2,11,1980,0,2,-4,-4,4,0,-3,12,-4,12,1,16,4,222,345,17
6865,1,12,1982,0,2,-4,-4,4,0,16,16,-4,16,1,12,1,-4,-4,17
6866,2,8,1980,0,2,60000,23500,1,0,13,13,13,13,1,18,5,222,356,17
6867,1,1,1984,0,2,60000,23500,1,0,13,13,13,13,1,12,2,282,-4,17
6868,2,11,1980,0,2,33400,38027,6,0,-4,-4,9,11,1,15,2,217,-4,6
6869,2,2,1980,0,2,18000,13500,4,0,-3,15,-4,15,1,13,2,222,-4,17
6870,1,12,1982,0,2,18000,13500,4,0,-3,15,-4,15,1,12,2,270,-4,17
6871,1,3,1984,0,2,18000,13500,4,0,-3,15,-4,15,1,12,2,269,-4,17
6872,1,8,1982,0,2,20500,2515,4,0,-3,13,-4,13,1,12,2,336,-4,17
6873,1,8,1982,0,2,21000,11750,2,0,10,12,13,12,1,11,1,-4,-4,16
6874,2,7,1981,0,2,15000,500,4,0,12,12,-4,12,1,20,6,234,-4,17
6875,1,2,1984,0,2,15000,500,4,0,12,12,-4,12,1,10,1,-4,-4,16
6876,1,12,1982,0,2,23000,7500,4,0,11,11,-4,11,1,11,1,-4,-4,17
6877,1,8,1980,0,2,4968,500,4,0,-3,11,-4,11,1,12,2,316,-4,16
6878,1,3,1981,0,2,-4,-4,4,0,-3,12,-4,12,1,13,2,234,-4,17
6879,1,11,1980,0,2,16000,9750,2,0,12,12,12,12,1,14,2,248,-4,17
6880,2,6,1982,0,2,16000,9750,2,0,12,12,12,12,1,11,1,-4,-4,17
6881,2,1,1982,0,2,750,500,4,0,12,10,-4,10,1,11,1,-4,-4,17
6882,2,2,1983,0,2,750,500,4,0,12,10,-4,10,1,14,2,260,-4,17
6883,2,7,1984,0,2,750,500,4,0,12,10,-4,10,1,13,2,296,-4,17
6884,2,11,1980,0,2,-4,-4,3,0,9,11,9,12,1,11,0,-4,-4,2
6885,2,11,1980,0,2,-4,-4,3,0,9,11,9,12,1,12,2,234,-4,3
6886,1,1,1981,0,2,26324,123873,2,0,-3,12,9,12,1,16,1,-4,-4,17
6887,1,5,1984,0,2,26324,123873,2,0,-3,12,9,12,1,11,1,-4,-4,17
6888,1,10,1981,0,2,32000,-3,4,0,12,14,-4,14,1,18,5,234,407,17
6889,2,4,1984,0,2,32000,-3,4,0,12,14,-4,14,1,16,4,270,329,17
6890,2,10,1983,0,2,-3,450,4,0,10,12,-4,12,1,13,2,270,-4,17
6891,2,10,1983,0,2,-3,25500,4,0,14,15,-4,15,1,13,2,270,-4,17
6892,1,12,1982,0,2,-3,1750,1,0,12,13,12,13,1,16,4,-4,376,17
6893,2,6,1980,0,2,-3,300,4,0,11,12,-4,12,1,12,2,222,-4,17
6894,1,2,1984,0,2,-3,1750,4,0,11,11,-4,11,1,16,4,270,341,17
6895,2,3,1980,0,2,6250,500,4,0,12,12,-4,12,1,14,3,234,-4,17
6896,2,8,1981,0,2,6250,500,4,0,12,12,-4,12,1,9,1,-4,-4,17
6897,2,8,1983,0,2,12250,500,1,0,12,12,12,12,1,13,2,258,-4,15
6898,2,9,1984,0,2,12250,500,1,0,12,12,12,12,1,16,4,282,384,17
6899,1,8,1982,0,2,0,10750,4,0,95,12,-4,12,1,11,2,257,-4,16
6900,2,12,1980,0,2,42400,148000,4,0,13,14,-4,14,1,12,2,222,-4,17
6901,1,1,1980,0,2,-3,1750,4,0,12,12,-4,12,1,12,2,234,-4,17
6902,2,4,1980,0,2,-3,-3,1,0,12,14,12,14,1,17,3,222,-4,16
6903,2,11,1981,0,2,3800,-3,4,0,-4,14,-4,14,1,8,0,-4,-4,17
6904,1,1,1981,0,2,-3,-3,4,0,-4,17,-4,17,1,16,3,246,-4,17
6905,2,8,1984,0,2,-3,-3,4,0,-4,17,-4,17,1,13,2,281,-4,17
6906,2,1,1984,0,2,5950,37500,4,0,-3,12,-4,12,1,11,1,-4,-4,17
6907,1,12,1982,1,5,-4,-4,1,0,3,3,3,3,2,13,2,256,-4,17
6908,2,8,1981,1,5,-4,-4,1,0,6,3,6,3,2,12,2,246,-4,7
6909,2,12,1983,0,2,-4,-4,4,0,-4,10,-4,10,1,15,3,270,-4,17
6910,1,11,1980,1,5,20900,11500,4,0,3,12,-4,12,2,12,2,234,-4,17
6911,1,5,1983,1,1,-3,4750,4,0,13,10,-4,10,2,16,4,258,343,17
6912,1,8,1983,1,5,44220,79700,1,0,7,8,7,8,2,14,3,-4,-4,17
6913,2,2,1983,1,1,29,2187,1,0,9,2,9,2,2,14,2,258,-4,17
6914,2,7,1980,1,1,6,2250,4,0,-3,6,-4,6,2,11,1,-4,-4,16
6915,1,6,1981,1,1,6,2250,4,0,-3,6,-4,6,2,15,3,245,-4,16
6916,2,8,1981,1,1,-3,-4,10,0,-3,-3,-4,-4,2,7,0,-4,-4,17
